ID,Exercise,Calories Burn,Dream Weight,Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Weather Conditions,Exercise Intensity
5515,Exercise 9,267.84,83.71,84.66,20,Male,34,154,34.78,Windy,8
5516,Exercise 6,486.89,74.59,91.26,64,Female,35,142,30.33,Snowy,7
5517,Exercise 14,409.61,97.9,65.13,54,Male,43,153,32.24,Snowy,3
5518,Exercise 11,197.9,50.69,77.32,64,Male,30,166,22.51,Sunny,5
5519,Exercise 7,177.12,86.09,74.5,22,Male,22,102,19.93,Rainy,9
5520,Exercise 8,472.72,66.59,65.61,26,Female,25,120,34.94,Snowy,6
5521,Exercise 13,360.04,75.66,85.99,64,Male,17,110,29.84,Cloudy,6
5522,Exercise 7,206.74,86.9,71.4,33,Female,41,178,31.57,Windy,1
5523,Exercise 2,445.84,80.1,96.6,48,Male,32,116,31.77,Rainy,10
5524,Exercise 8,139.94,72.24,50.41,62,Male,57,175,28.93,Snowy,2
5525,Exercise 4,282.79,75.31,80.02,22,Male,29,105,19.1,Rainy,10
5526,Exercise 8,327.79,97.41,93.6,53,Male,26,139,33.9,Rainy,3
5527,Exercise 10,223.92,56.02,76.42,19,Male,54,138,25.44,Sunny,7
5528,Exercise 1,206.47,75.07,71.44,54,Male,22,134,18.08,Sunny,2
5529,Exercise 11,352.83,52.93,82.05,59,Female,15,166,23.93,Cloudy,6
5530,Exercise 14,173.0,90.32,90.77,51,Male,27,119,21.97,Rainy,10
5531,Exercise 1,108.29,73.37,73.52,62,Male,19,170,34.73,Cloudy,7
5532,Exercise 13,435.06,87.48,76.61,29,Female,19,125,22.74,Windy,6
5533,Exercise 3,196.09,51.71,92.0,56,Male,31,140,18.31,Rainy,10
5534,Exercise 3,169.01,67.07,63.49,60,Female,45,115,32.35,Cloudy,4
5535,Exercise 12,430.9,90.78,95.53,25,Female,59,107,25.43,Windy,5
5536,Exercise 1,432.62,98.55,81.53,31,Male,37,110,25.53,Cloudy,4
5537,Exercise 14,116.35,89.38,60.81,28,Male,18,174,29.34,Rainy,6
5538,Exercise 12,382.61,67.12,59.63,47,Female,31,175,20.62,Cloudy,1
5539,Exercise 14,491.73,95.23,95.09,38,Male,39,170,32.8,Snowy,5
5540,Exercise 3,213.7,92.32,91.95,66,Male,43,122,27.84,Rainy,6
5541,Exercise 9,282.86,93.86,50.36,63,Male,46,169,20.52,Sunny,7
5542,Exercise 4,442.54,81.52,81.98,65,Male,42,136,18.83,Sunny,1
5543,Exercise 11,114.34,66.83,95.7,62,Female,45,166,25.48,Sunny,5
5544,Exercise 11,245.56,73.39,78.55,62,Female,28,150,20.87,Rainy,8
5545,Exercise 7,488.99,94.59,65.73,61,Female,28,179,27.47,Sunny,3
5546,Exercise 9,432.74,60.33,64.05,28,Male,44,143,21.59,Rainy,3
5547,Exercise 12,492.14,50.89,88.16,18,Female,16,104,27.58,Rainy,5
5548,Exercise 12,346.06,98.86,99.41,39,Female,27,104,23.95,Sunny,9
5549,Exercise 6,248.58,65.59,94.0,33,Male,57,151,28.18,Cloudy,7
5550,Exercise 8,439.18,88.17,69.76,22,Male,53,133,26.13,Rainy,10
5551,Exercise 11,202.59,97.18,57.54,35,Female,17,117,26.05,Sunny,3
5552,Exercise 7,278.22,68.97,64.85,50,Male,50,145,32.25,Snowy,1
5553,Exercise 4,325.85,73.06,89.11,50,Female,59,142,22.23,Windy,10
5554,Exercise 14,467.85,86.01,87.24,52,Female,29,119,33.15,Cloudy,5
5555,Exercise 14,446.35,77.49,94.59,57,Male,34,110,20.15,Rainy,5
5556,Exercise 13,471.07,94.0,90.0,51,Male,37,172,24.55,Windy,4
5557,Exercise 9,351.3,91.09,82.99,50,Female,15,115,32.99,Snowy,7
5558,Exercise 6,346.32,56.88,95.12,63,Female,30,140,28.72,Windy,6
5559,Exercise 5,477.86,82.56,92.17,55,Female,40,156,31.32,Windy,5
5560,Exercise 10,227.18,57.77,59.23,57,Female,57,143,29.1,Rainy,6
5561,Exercise 1,164.32,84.85,92.33,26,Male,28,141,30.15,Windy,3
5562,Exercise 5,253.39,55.5,77.92,31,Female,31,120,33.49,Rainy,3
5563,Exercise 7,412.36,92.79,92.67,49,Male,28,171,32.78,Windy,1
5564,Exercise 3,322.36,63.37,64.02,58,Male,49,159,27.3,Rainy,6
5565,Exercise 11,303.1,94.38,82.7,68,Male,44,167,31.37,Snowy,3
5566,Exercise 2,224.15,52.9,67.89,69,Female,58,156,24.47,Cloudy,8
5567,Exercise 6,366.98,92.59,77.91,37,Male,56,131,32.85,Snowy,1
5568,Exercise 12,352.49,92.15,89.74,68,Female,52,123,34.57,Sunny,7
5569,Exercise 6,493.03,50.11,85.3,49,Male,35,144,23.57,Sunny,2
5570,Exercise 10,174.18,52.69,87.25,27,Male,28,118,33.31,Cloudy,2
5571,Exercise 3,430.21,57.94,59.99,50,Female,46,177,34.41,Rainy,1
5572,Exercise 12,426.07,73.73,97.91,18,Male,33,116,28.79,Snowy,4
5573,Exercise 8,139.04,72.59,96.14,33,Male,53,139,27.91,Windy,5
5574,Exercise 1,393.45,54.25,55.54,58,Female,50,150,24.0,Windy,10
5575,Exercise 2,268.12,54.39,77.4,61,Male,45,156,32.34,Sunny,10
5576,Exercise 14,384.52,69.13,84.68,46,Female,28,160,20.8,Windy,4
5577,Exercise 2,313.27,67.29,88.74,24,Female,26,171,19.0,Windy,4
5578,Exercise 1,437.1,55.92,91.52,62,Male,26,119,29.31,Windy,10
5579,Exercise 8,460.09,70.52,97.17,66,Female,59,107,34.04,Cloudy,5
5580,Exercise 1,304.67,82.76,99.07,47,Male,48,128,25.8,Windy,4
5581,Exercise 10,390.33,97.41,81.86,62,Male,41,145,24.25,Windy,6
5582,Exercise 10,232.39,55.83,58.96,52,Female,56,112,28.87,Snowy,9
5583,Exercise 11,255.78,68.37,71.39,22,Male,55,142,29.34,Rainy,2
5584,Exercise 11,210.03,74.67,73.88,63,Male,51,105,19.93,Sunny,1
5585,Exercise 4,307.56,64.85,97.11,32,Female,44,174,33.69,Snowy,7
5586,Exercise 13,198.0,55.79,54.5,29,Female,35,167,33.3,Rainy,5
5587,Exercise 12,456.85,96.68,55.37,25,Female,45,160,28.53,Windy,5
5588,Exercise 14,423.13,94.53,77.99,59,Female,28,136,20.85,Rainy,8
5589,Exercise 12,107.88,98.85,76.98,56,Female,36,102,19.97,Sunny,2
5590,Exercise 13,345.14,91.86,69.51,49,Female,54,109,21.36,Cloudy,9
5591,Exercise 4,430.01,91.23,75.54,64,Male,50,150,21.65,Snowy,8
5592,Exercise 8,246.63,82.21,76.48,67,Female,19,149,21.02,Windy,6
5593,Exercise 3,395.48,65.29,79.19,36,Male,56,150,25.98,Rainy,1
5594,Exercise 5,156.3,67.52,60.09,46,Female,23,141,32.4,Windy,10
5595,Exercise 8,316.98,64.67,74.34,21,Female,37,107,26.1,Snowy,6
5596,Exercise 2,446.87,55.65,62.2,28,Male,30,170,24.3,Windy,5
5597,Exercise 10,354.23,63.54,60.4,26,Male,27,155,31.59,Rainy,10
5598,Exercise 2,286.17,74.35,55.59,63,Male,36,141,27.53,Windy,4
5599,Exercise 13,414.72,84.68,94.03,54,Male,35,143,24.21,Snowy,2
5600,Exercise 10,125.84,55.0,73.73,32,Male,56,146,22.65,Windy,2
5601,Exercise 13,328.85,73.58,73.69,43,Female,57,124,28.75,Sunny,7
5602,Exercise 4,284.83,97.82,94.4,23,Male,58,104,33.89,Windy,5
5603,Exercise 4,137.21,74.66,67.43,67,Male,23,106,19.98,Windy,10
5604,Exercise 8,159.47,51.64,72.94,39,Female,53,101,22.73,Snowy,4
5605,Exercise 7,422.52,77.71,82.79,20,Female,26,142,33.49,Windy,10
5606,Exercise 5,236.15,62.75,96.96,26,Male,19,176,33.89,Windy,7
5607,Exercise 10,293.44,77.42,74.17,18,Male,41,106,20.23,Snowy,4
5608,Exercise 14,190.39,50.21,59.41,31,Female,42,125,20.58,Snowy,9
5609,Exercise 3,343.8,86.06,82.89,60,Male,59,137,31.27,Rainy,3
5610,Exercise 11,185.0,91.48,61.36,47,Male,46,121,23.82,Rainy,10
5611,Exercise 5,252.55,86.73,89.62,18,Female,36,135,30.75,Sunny,3
5612,Exercise 14,350.43,80.96,54.74,20,Female,44,102,18.25,Cloudy,3
5613,Exercise 6,439.42,68.93,53.83,45,Male,17,132,33.34,Sunny,3
5614,Exercise 14,237.65,79.71,84.34,27,Male,37,111,27.54,Windy,6
5615,Exercise 12,373.65,98.64,50.37,19,Male,58,148,19.27,Windy,2
5616,Exercise 13,250.22,54.25,52.76,42,Male,41,120,31.68,Sunny,9
5617,Exercise 6,379.37,50.88,93.82,28,Male,44,109,26.43,Snowy,8
5618,Exercise 4,339.21,99.89,52.84,69,Male,22,105,23.44,Snowy,5
5619,Exercise 10,170.12,73.73,93.27,54,Male,17,103,32.73,Rainy,1
5620,Exercise 11,324.81,93.98,81.88,39,Female,42,131,27.1,Windy,2
5621,Exercise 13,420.78,64.81,93.9,44,Male,39,110,27.53,Cloudy,5
5622,Exercise 1,225.02,76.55,78.98,22,Male,23,173,31.15,Rainy,9
5623,Exercise 1,382.83,99.89,61.34,22,Female,33,178,21.59,Windy,3
5624,Exercise 2,453.88,50.32,67.51,56,Male,30,155,26.17,Sunny,6
5625,Exercise 14,257.01,87.81,50.26,38,Female,37,170,34.6,Rainy,7
5626,Exercise 5,288.21,76.25,54.61,42,Female,52,109,31.35,Rainy,10
5627,Exercise 6,445.04,84.9,68.37,63,Female,40,149,21.65,Snowy,9
5628,Exercise 7,480.72,84.23,76.65,54,Female,25,151,20.37,Snowy,7
5629,Exercise 5,451.94,63.35,61.57,69,Female,23,115,34.55,Windy,2
5630,Exercise 10,187.91,53.88,79.29,30,Female,49,125,24.6,Windy,2
5631,Exercise 1,278.41,66.48,90.5,34,Female,45,167,20.75,Sunny,10
5632,Exercise 4,260.3,87.96,99.26,37,Male,52,113,25.69,Rainy,2
5633,Exercise 2,195.21,63.89,59.69,55,Female,18,137,27.21,Windy,4
5634,Exercise 11,171.73,93.24,75.63,57,Male,34,116,32.87,Cloudy,3
5635,Exercise 3,382.43,55.46,73.67,54,Male,50,100,21.78,Rainy,10
5636,Exercise 2,489.56,98.62,91.66,31,Female,25,116,23.36,Cloudy,7
5637,Exercise 12,420.34,57.5,77.34,53,Female,53,128,23.54,Sunny,3
5638,Exercise 14,174.71,90.65,59.41,59,Male,25,172,21.89,Rainy,6
5639,Exercise 1,161.3,94.21,59.65,40,Male,35,122,33.19,Cloudy,3
5640,Exercise 11,465.96,95.27,57.15,49,Male,22,160,32.58,Windy,4
5641,Exercise 6,412.36,63.61,56.66,46,Female,23,146,30.83,Sunny,10
5642,Exercise 9,350.68,82.38,66.12,68,Female,15,169,34.19,Rainy,6
5643,Exercise 12,324.6,58.34,86.0,25,Female,57,138,33.86,Windy,9
5644,Exercise 6,277.84,85.89,63.67,28,Female,29,156,24.75,Windy,7
5645,Exercise 9,112.29,52.03,50.33,33,Female,42,128,23.2,Snowy,10
5646,Exercise 4,280.16,83.83,55.94,23,Female,42,114,24.58,Windy,7
5647,Exercise 7,117.37,70.84,76.71,67,Male,48,163,25.6,Cloudy,3
5648,Exercise 10,159.42,52.4,66.23,32,Female,19,137,22.04,Sunny,3
5649,Exercise 6,499.82,68.08,76.3,53,Female,51,100,18.11,Rainy,1
5650,Exercise 3,354.31,83.35,95.09,35,Male,45,168,29.25,Rainy,4
5651,Exercise 11,173.39,69.88,61.53,39,Male,57,174,31.26,Snowy,6
5652,Exercise 4,494.78,74.68,57.41,67,Female,17,139,22.56,Rainy,2
5653,Exercise 8,312.22,75.18,58.41,65,Female,59,103,34.31,Cloudy,10
5654,Exercise 9,392.08,88.24,71.39,61,Male,34,136,26.77,Rainy,3
5655,Exercise 4,207.31,52.28,63.19,33,Male,21,160,28.5,Rainy,10
5656,Exercise 10,465.43,85.24,98.84,64,Female,35,108,19.67,Rainy,7
5657,Exercise 14,251.23,59.55,68.36,57,Female,49,101,34.24,Cloudy,1
5658,Exercise 10,372.47,93.9,52.52,28,Male,47,121,23.61,Cloudy,3
5659,Exercise 3,276.48,53.28,85.87,57,Female,59,179,18.22,Snowy,8
5660,Exercise 7,354.91,85.7,54.97,31,Female,26,158,23.54,Sunny,2
5661,Exercise 8,401.79,79.09,59.6,52,Female,53,103,31.49,Rainy,9
5662,Exercise 9,278.34,95.65,71.48,69,Male,55,113,20.59,Cloudy,5
5663,Exercise 13,158.64,96.99,75.9,61,Male,42,107,29.81,Windy,6
5664,Exercise 1,388.39,52.06,54.22,38,Female,51,123,26.89,Sunny,8
5665,Exercise 5,110.58,87.83,97.16,60,Female,50,130,22.27,Sunny,1
5666,Exercise 13,485.37,69.56,88.23,52,Female,50,143,29.25,Rainy,10
5667,Exercise 1,147.68,50.81,72.66,35,Male,47,124,33.93,Cloudy,4
5668,Exercise 7,170.74,61.22,62.2,56,Male,54,122,18.97,Rainy,4
5669,Exercise 14,379.68,85.51,78.57,55,Female,38,126,25.68,Rainy,7
5670,Exercise 7,268.63,79.08,83.09,62,Female,58,175,24.83,Snowy,3
5671,Exercise 10,257.62,52.97,80.28,36,Male,56,108,31.25,Windy,2
5672,Exercise 2,149.46,85.13,52.6,47,Female,43,109,27.77,Sunny,10
5673,Exercise 4,146.23,93.85,78.65,28,Male,21,140,30.2,Windy,1
5674,Exercise 14,235.85,64.49,90.95,21,Female,57,102,23.11,Rainy,7
5675,Exercise 2,339.45,96.44,55.42,43,Female,28,155,28.51,Snowy,1
5676,Exercise 13,420.15,51.62,94.84,51,Male,33,128,28.44,Cloudy,9
5677,Exercise 12,207.92,79.23,83.13,55,Female,28,158,24.17,Rainy,10
5678,Exercise 11,202.22,57.04,80.14,30,Male,15,105,18.1,Rainy,7
5679,Exercise 13,461.55,52.88,51.87,61,Male,29,132,24.31,Snowy,9
5680,Exercise 6,305.86,92.79,83.51,69,Male,21,103,29.66,Cloudy,1
5681,Exercise 4,138.29,82.16,89.72,25,Female,41,104,33.27,Windy,8
5682,Exercise 7,204.63,66.61,83.13,53,Male,34,168,22.92,Cloudy,1
5683,Exercise 9,211.7,73.88,93.48,57,Female,39,156,18.27,Windy,6
5684,Exercise 1,169.84,54.03,80.76,44,Male,26,116,23.36,Windy,5
5685,Exercise 7,435.02,66.23,71.42,39,Male,17,110,30.96,Windy,1
5686,Exercise 10,453.58,73.01,84.64,32,Female,35,117,34.35,Snowy,6
5687,Exercise 7,412.29,76.13,95.66,49,Male,51,107,21.83,Cloudy,5
5688,Exercise 13,413.13,52.03,76.53,44,Male,29,145,18.38,Cloudy,1
5689,Exercise 11,283.56,98.13,95.83,35,Female,55,130,29.42,Cloudy,10
5690,Exercise 6,406.38,67.59,77.61,19,Male,43,144,31.7,Cloudy,4
5691,Exercise 6,168.91,56.5,72.99,31,Female,36,127,29.13,Rainy,6
5692,Exercise 8,222.3,84.91,84.47,39,Male,35,156,24.67,Sunny,6
5693,Exercise 8,343.38,63.35,87.58,22,Female,42,125,23.39,Sunny,4
5694,Exercise 9,100.34,94.43,67.37,29,Female,27,115,29.43,Rainy,7
5695,Exercise 14,360.75,69.5,50.67,53,Male,54,165,21.16,Cloudy,7
5696,Exercise 8,376.56,89.33,60.86,47,Female,37,124,20.25,Rainy,9
5697,Exercise 12,267.83,54.24,57.19,41,Male,54,130,19.74,Cloudy,6
5698,Exercise 14,465.9,60.94,85.52,52,Female,44,169,28.77,Snowy,1
5699,Exercise 2,296.13,76.21,54.98,48,Female,43,140,27.8,Snowy,9
5700,Exercise 8,366.52,88.75,83.54,33,Female,35,106,31.52,Windy,2
5701,Exercise 10,455.57,87.11,64.16,46,Female,30,112,20.99,Snowy,3
5702,Exercise 14,471.02,81.08,62.98,56,Female,48,147,24.39,Sunny,9
5703,Exercise 3,229.9,64.48,64.96,19,Male,15,144,21.87,Sunny,4
5704,Exercise 11,194.74,51.88,71.02,57,Male,41,105,26.73,Cloudy,7
5705,Exercise 14,385.95,84.4,97.32,20,Female,52,125,31.29,Rainy,4
5706,Exercise 9,276.59,52.23,50.56,33,Female,15,118,29.14,Snowy,6
5707,Exercise 6,261.65,74.52,96.24,49,Female,37,175,24.47,Sunny,5
5708,Exercise 2,109.54,68.31,51.25,54,Male,17,145,24.02,Cloudy,1
5709,Exercise 8,355.29,66.86,65.42,60,Male,40,179,22.01,Rainy,6
5710,Exercise 3,416.18,77.42,72.44,28,Female,18,114,21.35,Windy,5
5711,Exercise 5,354.49,62.4,80.87,20,Male,40,172,33.63,Snowy,9
5712,Exercise 2,208.49,92.51,52.12,18,Female,34,131,30.06,Rainy,7
5713,Exercise 9,287.54,78.75,70.46,42,Male,25,170,33.92,Cloudy,4
5714,Exercise 13,428.05,74.62,59.98,51,Male,23,167,21.39,Sunny,1
5715,Exercise 11,145.28,66.21,55.05,37,Female,42,105,26.28,Sunny,7
5716,Exercise 13,247.85,80.47,67.86,36,Male,33,143,21.46,Sunny,8
5717,Exercise 9,483.67,74.01,93.17,36,Female,49,143,23.43,Windy,10
5718,Exercise 2,175.79,86.68,53.52,43,Male,23,158,30.6,Sunny,5
5719,Exercise 14,224.68,91.21,96.07,38,Female,53,147,29.38,Windy,9
5720,Exercise 2,299.86,56.85,52.57,40,Male,36,148,18.09,Sunny,8
5721,Exercise 1,484.67,75.3,97.26,52,Male,50,139,33.49,Windy,7
5722,Exercise 10,470.69,89.6,61.29,46,Female,26,112,18.85,Windy,5
5723,Exercise 9,220.23,76.21,63.58,30,Male,33,137,25.25,Snowy,8
5724,Exercise 7,180.61,99.12,96.48,39,Male,56,174,30.93,Windy,3
5725,Exercise 7,117.32,50.3,87.7,55,Female,19,164,33.63,Cloudy,2
5726,Exercise 13,214.35,94.53,91.42,36,Male,28,102,26.18,Sunny,8
5727,Exercise 9,202.17,54.95,91.67,21,Female,54,100,18.78,Sunny,8
5728,Exercise 8,243.39,93.37,50.45,32,Female,34,163,23.77,Rainy,10
5729,Exercise 14,432.04,65.19,76.85,31,Female,35,142,24.56,Windy,6
5730,Exercise 4,194.62,92.27,73.67,18,Female,20,176,21.43,Sunny,3
5731,Exercise 13,343.46,83.45,77.95,50,Female,51,143,31.43,Snowy,9
5732,Exercise 1,141.36,96.66,51.53,68,Female,57,174,25.72,Rainy,7
5733,Exercise 5,126.78,59.16,94.42,41,Female,24,105,23.01,Snowy,5
5734,Exercise 13,429.07,95.18,75.02,26,Female,57,115,18.77,Windy,5
5735,Exercise 14,235.76,96.37,67.53,43,Male,54,108,23.8,Sunny,9
5736,Exercise 3,237.11,97.69,84.58,29,Female,49,156,32.22,Rainy,3
5737,Exercise 7,241.51,61.86,89.11,24,Male,47,170,20.66,Windy,1
5738,Exercise 12,201.27,56.15,59.57,31,Female,15,133,33.57,Snowy,8
5739,Exercise 4,455.03,66.63,87.22,59,Female,22,160,22.85,Windy,5
5740,Exercise 1,492.42,57.66,80.15,57,Female,49,103,25.92,Windy,2
5741,Exercise 7,188.11,82.8,98.57,50,Male,41,151,32.2,Sunny,6
5742,Exercise 8,236.02,56.31,60.26,46,Female,23,167,20.17,Rainy,9
5743,Exercise 7,447.54,54.2,67.85,67,Male,45,156,26.8,Cloudy,7
5744,Exercise 12,474.58,76.58,74.53,39,Male,22,120,31.31,Sunny,6
5745,Exercise 4,392.56,93.32,96.36,23,Male,52,156,18.04,Windy,10
5746,Exercise 10,443.23,97.43,88.68,46,Male,33,149,33.74,Rainy,2
5747,Exercise 12,173.35,67.72,77.29,26,Female,15,161,26.64,Sunny,4
5748,Exercise 10,269.85,83.46,82.83,22,Female,41,112,25.88,Windy,8
5749,Exercise 3,497.18,59.41,66.93,31,Male,17,140,27.32,Windy,4
5750,Exercise 3,425.36,53.01,51.09,68,Male,59,153,25.65,Snowy,7
5751,Exercise 9,399.43,81.1,57.56,56,Female,53,133,20.06,Snowy,6
5752,Exercise 8,128.87,80.86,56.25,38,Female,48,106,19.04,Cloudy,10
5753,Exercise 11,425.43,51.18,88.98,62,Female,21,106,25.98,Rainy,1
5754,Exercise 3,312.14,58.58,83.91,44,Male,55,176,18.07,Windy,4
5755,Exercise 2,337.57,66.59,87.65,26,Female,24,127,20.18,Sunny,4
5756,Exercise 14,128.52,85.89,79.55,57,Male,20,152,20.27,Rainy,6
5757,Exercise 11,446.31,91.6,81.98,66,Male,43,165,18.35,Snowy,3
5758,Exercise 1,174.49,78.5,91.82,41,Female,17,149,24.73,Windy,2
5759,Exercise 13,149.55,59.62,67.86,30,Female,15,110,27.2,Snowy,4
5760,Exercise 4,352.68,64.69,78.69,20,Male,40,127,32.22,Windy,6
5761,Exercise 5,274.64,81.13,95.31,24,Male,56,128,22.34,Cloudy,2
5762,Exercise 9,419.93,84.8,92.63,62,Female,19,163,28.24,Windy,1
5763,Exercise 12,490.54,78.83,86.97,33,Male,33,139,32.29,Cloudy,1
5764,Exercise 13,151.08,52.2,71.39,23,Male,34,172,20.62,Cloudy,8
5765,Exercise 11,177.99,78.71,95.84,67,Male,26,146,29.65,Sunny,7
5766,Exercise 7,103.02,70.05,99.97,49,Male,21,154,24.8,Rainy,8
5767,Exercise 11,459.76,62.93,96.47,28,Female,56,154,21.9,Rainy,3
5768,Exercise 13,386.64,89.46,61.46,42,Female,54,173,20.06,Cloudy,5
5769,Exercise 2,133.96,63.72,92.77,31,Female,20,119,32.26,Snowy,7
5770,Exercise 10,230.72,81.04,67.27,62,Female,39,157,28.78,Rainy,2
5771,Exercise 8,335.1,71.18,84.42,56,Female,28,178,19.39,Windy,3
5772,Exercise 4,382.31,85.43,69.98,40,Female,42,166,19.98,Windy,1
5773,Exercise 3,113.62,74.12,66.91,20,Male,47,111,33.7,Cloudy,9
5774,Exercise 1,446.36,74.83,74.45,48,Female,29,141,21.62,Windy,9
5775,Exercise 12,430.15,88.92,61.02,54,Male,33,108,32.77,Sunny,7
5776,Exercise 11,399.74,66.65,72.41,56,Female,23,129,31.03,Snowy,2
5777,Exercise 8,363.37,62.11,61.21,42,Female,40,177,28.65,Windy,6
5778,Exercise 9,364.75,88.6,76.16,69,Male,59,154,30.8,Rainy,3
5779,Exercise 3,235.51,79.34,84.42,35,Female,39,147,30.38,Sunny,5
5780,Exercise 6,361.87,60.84,95.51,20,Male,31,146,27.78,Sunny,8
5781,Exercise 12,205.78,79.95,61.76,51,Male,42,125,28.1,Snowy,3
5782,Exercise 11,176.87,73.83,60.68,44,Female,42,142,29.37,Windy,8
5783,Exercise 9,302.32,59.26,51.99,69,Male,57,159,30.3,Snowy,2
5784,Exercise 12,131.89,95.27,89.04,69,Male,39,126,23.75,Sunny,2
5785,Exercise 10,146.9,74.23,67.35,37,Male,15,171,28.48,Snowy,4
5786,Exercise 10,301.19,59.63,64.92,20,Female,26,169,33.96,Cloudy,6
5787,Exercise 6,142.2,52.8,62.83,63,Male,15,103,26.48,Windy,2
5788,Exercise 9,160.8,83.51,96.87,61,Female,22,129,30.04,Cloudy,1
5789,Exercise 14,184.3,64.74,69.65,47,Male,57,110,20.25,Rainy,6
5790,Exercise 9,110.98,86.51,60.27,49,Male,52,169,29.02,Rainy,8
5791,Exercise 9,419.92,60.9,97.29,54,Female,43,165,20.46,Windy,2
5792,Exercise 13,350.21,79.27,87.74,66,Female,54,130,21.8,Sunny,7
5793,Exercise 14,193.51,81.74,71.43,22,Female,59,163,19.58,Cloudy,2
5794,Exercise 9,150.65,82.67,61.1,44,Male,43,179,20.07,Sunny,1
5795,Exercise 6,473.27,52.24,52.29,41,Female,23,108,20.99,Windy,7
5796,Exercise 8,184.09,90.58,64.02,38,Male,43,103,20.83,Windy,4
5797,Exercise 7,360.48,63.91,64.37,67,Female,33,152,23.52,Cloudy,3
5798,Exercise 6,269.23,81.35,61.59,54,Male,49,166,30.46,Sunny,2
5799,Exercise 14,466.69,85.66,54.98,52,Male,19,114,24.99,Rainy,4
5800,Exercise 7,252.77,80.93,76.39,42,Male,52,105,29.59,Snowy,10
5801,Exercise 6,205.11,60.68,51.5,61,Male,19,155,34.84,Snowy,4
5802,Exercise 11,394.59,62.7,92.38,68,Female,54,131,19.08,Cloudy,7
5803,Exercise 10,300.03,89.86,96.27,63,Female,31,144,19.38,Cloudy,7
5804,Exercise 5,136.57,55.78,93.21,68,Male,32,138,34.85,Cloudy,2
5805,Exercise 6,105.88,71.15,73.7,57,Male,30,157,29.54,Snowy,6
5806,Exercise 4,477.95,53.99,99.5,18,Male,20,116,23.19,Sunny,1
5807,Exercise 2,366.29,89.37,98.74,66,Male,26,101,32.65,Sunny,7
5808,Exercise 5,342.92,50.71,51.69,63,Male,52,153,18.26,Sunny,8
5809,Exercise 7,179.53,73.37,99.37,24,Male,52,120,31.59,Snowy,3
5810,Exercise 11,216.99,82.54,79.87,56,Female,39,146,33.12,Rainy,10
5811,Exercise 6,435.54,55.84,55.18,25,Male,18,173,29.43,Windy,5
5812,Exercise 8,129.21,74.8,72.31,67,Male,34,177,22.24,Sunny,6
5813,Exercise 9,354.66,87.24,67.39,59,Male,23,139,27.44,Snowy,1
5814,Exercise 7,167.87,94.29,86.25,36,Male,34,144,27.22,Snowy,4
5815,Exercise 1,363.75,90.76,53.66,68,Female,54,111,28.38,Cloudy,8
5816,Exercise 5,182.72,68.18,74.2,46,Female,29,116,24.79,Snowy,1
5817,Exercise 13,106.32,80.12,86.73,52,Male,33,166,32.07,Rainy,7
5818,Exercise 8,226.33,80.01,85.02,43,Female,30,128,28.91,Rainy,9
5819,Exercise 7,437.13,51.96,95.1,64,Male,57,115,26.74,Rainy,9
5820,Exercise 9,456.14,68.81,70.18,36,Male,49,167,34.17,Sunny,2
5821,Exercise 6,347.97,75.61,94.05,50,Female,28,162,23.4,Rainy,1
5822,Exercise 7,449.59,85.55,92.77,58,Female,43,159,28.71,Cloudy,8
5823,Exercise 6,452.13,53.14,75.93,65,Female,22,136,33.52,Windy,4
5824,Exercise 1,139.27,59.7,90.15,32,Male,28,175,34.72,Sunny,1
5825,Exercise 13,302.27,82.87,81.75,50,Male,43,141,25.64,Windy,4
5826,Exercise 13,274.65,88.09,98.92,29,Male,34,156,29.04,Sunny,8
5827,Exercise 14,343.94,87.62,76.78,47,Female,52,110,31.38,Cloudy,4
5828,Exercise 12,474.0,64.37,77.71,46,Male,35,165,27.92,Snowy,3
5829,Exercise 11,101.46,99.75,87.51,64,Male,55,117,34.03,Rainy,7
5830,Exercise 13,120.94,63.09,62.14,60,Male,30,137,20.19,Cloudy,7
5831,Exercise 13,173.97,70.89,51.17,59,Male,52,157,26.37,Windy,8
5832,Exercise 10,372.72,58.08,71.64,37,Male,29,165,20.14,Cloudy,10
5833,Exercise 3,362.84,79.25,69.34,57,Female,41,123,29.42,Sunny,1
5834,Exercise 14,151.94,85.4,76.45,31,Male,31,142,24.88,Rainy,6
5835,Exercise 6,102.21,92.51,78.14,44,Male,33,131,33.71,Sunny,2
5836,Exercise 2,304.49,75.05,88.71,18,Female,38,145,31.37,Rainy,3
5837,Exercise 4,121.82,83.89,93.18,18,Female,58,125,27.94,Cloudy,10
5838,Exercise 11,364.6,84.91,91.82,55,Male,43,144,33.39,Sunny,4
5839,Exercise 7,398.53,53.43,58.61,52,Female,53,166,27.4,Cloudy,10
5840,Exercise 8,481.85,83.36,62.92,36,Female,49,159,19.34,Cloudy,1
5841,Exercise 11,356.83,76.27,71.14,38,Male,41,150,28.24,Sunny,5
5842,Exercise 9,280.17,57.65,51.69,18,Female,35,110,18.64,Windy,1
5843,Exercise 11,226.66,65.11,61.87,46,Female,37,177,30.41,Cloudy,8
5844,Exercise 1,490.06,91.05,85.66,55,Female,41,136,32.62,Cloudy,9
5845,Exercise 4,194.35,59.99,95.95,36,Female,35,109,24.93,Windy,8
5846,Exercise 7,298.74,96.62,88.44,40,Male,24,122,26.62,Windy,10
